model,subset,has_history,n_blocks,raw_items,additional_items,model_input_variables,algorithm,best_config,oof_log_loss,fold_se,encoded_features,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
hgb::D_B_M_P_A,D_B_M_P_A,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6388773002068678,0.0033276697154637,35,1520,853,0.5611842105263158,0.729829430689102,0.2609078279519777,0.5424272037486532,0.5656354553015778,0.1951474435520049,0.1314501507227728
hgb::C_A,C_A,False,2.0,2,2,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6806040664278005,0.003297014240491,5,1520,853,0.5611842105263158,0.6924475864199597,0.2492969459244322,0.5230380120607925,0.5744709326628499,0.1634079781193065,0.2320728841424631
hgb::D_C_A,D_C_A,False,3.0,6,6,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6558876258753392,0.0054437105654531,36,1520,853,0.5611842105263158,0.7232261416656027,0.2579912229703284,0.5437471768219057,0.5622558388438295,0.191924282468396,0.14130805673327
hgb::B_C_A,B_C_A,False,3.0,3,3,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6720362640243076,0.0052927320993179,6,1520,853,0.5611842105263158,0.6831867882240374,0.244663013560255,0.5658536499628264,0.5979032568234733,0.0173562977401341,0.6114849352801739
hgb::D_B_C_A,D_B_C_A,False,4.0,7,7,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6510721146678344,0.0020971177969504,37,1520,853,0.5611842105263158,0.7180807551787115,0.2552685081423573,0.5560900675102073,0.5689221676824917,0.161008165277331,0.2089347010052613
hgb::M_C_A,M_C_A,False,3.0,3,3,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6767846011196252,0.002445660010292,6,1520,853,0.5611842105263158,0.7030621497799361,0.2527697397189035,0.5470787466759001,0.5669240273058922,0.2394488684436578,0.0181143837465835
hgb::D_M_C_A,D_M_C_A,False,4.0,7,7,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.650369538146649,0.0052122588094389,37,1520,853,0.5611842105263158,0.7422967027812452,0.2636290926169005,0.5411335949844539,0.5570790934309582,0.2276604500128925,0.0439705422132997
hgb::B_M_C_A,B_M_C_A,False,4.0,4,4,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6688763161043015,0.0046660441199975,7,1520,853,0.5611842105263158,0.6915956981099537,0.2477835511025823,0.5607732476083177,0.5735343995574835,0.0963167854180559,0.3973090481839793
hgb::D_B_M_C_A,D_B_M_C_A,False,5.0,8,8,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6485929332417237,0.0016904435722521,38,1520,853,0.5611842105263158,0.7389412284305829,0.2622249317417124,0.5458150174619607,0.5585632994154737,0.2058446139719711,0.0897320163267534
hgb::P_C_A,P_C_A,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6744181263671215,0.0030904959615836,6,1520,853,0.5611842105263158,0.6966667721632623,0.2512652298693241,0.532923749145357,0.5790943084021508,0.1881159773766919,0.1784701581741502
hgb::D_P_C_A,D_P_C_A,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6433859098903928,0.0041260875854871,37,1520,853,0.5611842105263158,0.7289807099634396,0.2615646688153041,0.5365110527971654,0.5713446617595082,0.2085233173820636,0.1044727892308941
hgb::B_P_C_A,B_P_C_A,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.66398572162648,0.0061411938342139,7,1520,853,0.5611842105263158,0.6903368492735606,0.2480497473222462,0.5572307632818995,0.5918580173570098,0.1189632780308934,0.3953556614776257
hgb::D_B_P_C_A,D_B_P_C_A,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6411137925061332,0.002458550926212,38,1520,853,0.5611842105263158,0.7208517464684251,0.2571706197647094,0.5540020142332116,0.5770959211868077,0.1756630832392682,0.191713292624066
hgb::M_P_C_A,M_P_C_A,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6688804972166953,0.0020929286954167,7,1520,853,0.5611842105263158,0.6955600524249647,0.250482838669132,0.5369812163086101,0.5813557776363902,0.1658866382743966,0.2279540455668476
hgb::D_M_P_C_A,D_M_P_C_A,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6379512231708448,0.0039150960357085,38,1520,853,0.5611842105263158,0.7379074877029027,0.2647155583797594,0.5283249348362161,0.5621736110285432,0.2260638751005567,0.0540637727288996
hgb::B_M_P_C_A,B_M_P_C_A,False,5.0,15,15,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6603418018426453,0.0091707070957326,8,1520,853,0.5611842105263158,0.6984142739079411,0.2508499344911707,0.5607776416598267,0.5937735343607904,0.13847989817202,0.3310009946465962
hgb::D_B_M_P_C_A,D_B_M_P_C_A,False,6.0,19,19,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6383627512480679,0.003360517635675,39,1520,853,0.5611842105263158,0.729514668268468,0.2603640749802038,0.5451181208926603,0.5653907285996179,0.1909279147254068,0.1365756026393654
hgb::K,K,False,1.0,11,11,1,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6727218216307507,0.0031148023298992,1,1520,853,0.5611842105263158,0.6600205097239755,0.2340112721968647,0.637809758661115,0.686937126122228,-0.0406152800239175,1.4199051427352736
hgb::D_K,D_K,False,2.0,15,15,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6540098819509813,0.0070097673892381,32,1520,853,0.5611842105263158,0.6925025559332557,0.2460625023387104,0.5916845211626308,0.6282522868415059,0.1498954610549523,0.4083942807867789
hgb::B_K,B_K,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6651121317352485,0.0018357380696563,2,1520,853,0.5611842105263158,0.6606060783956187,0.2343366056607224,0.6350230511942154,0.6769943342973728,-0.0071448564323909,1.1213793323120391
hgb::D_B_K,D_B_K,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6524765366393972,0.0036209260552402,33,1520,853,0.5611842105263158,0.6903525180735142,0.2449610152561141,0.5978827702209857,0.627834620425157,0.1314081655219861,0.4324129639803783
hgb::M_K,M_K,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6737182905304431,0.0033815261262411,2,1520,853,0.5611842105263158,0.6580373906034016,0.2330160768720437,0.6532267277849938,0.6957002049119283,-0.0563601072026105,1.5315758714642904
hgb::D_M_K,D_M_K,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6527632824703552,0.0069781054489285,33,1520,853,0.5611842105263158,0.6910596595084219,0.2455060856622036,0.5937585134747984,0.6309719847649784,0.1451168882360025,0.4219380402712206
hgb::B_M_K,B_M_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6655336458357443,0.0020240527600383,3,1520,853,0.5611842105263158,0.6616794321882562,0.2348231461965267,0.6343015479364655,0.6774286918517869,0.0088321302666024,1.0939590491230191
hgb::D_B_M_K,D_B_M_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6521749448220446,0.0032258378567372,34,1520,853,0.5611842105263158,0.6904499257773125,0.2451766632405363,0.5969960506265038,0.6280502574684579,0.1328939661077768,0.4310594336641816
hgb::P_K,P_K,False,2.0,22,22,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6636280943279107,0.0028399206611696,2,1520,853,0.5611842105263158,0.6806355819092695,0.2437757692464621,0.5860829842991753,0.6619102779555617,0.1281850527106669,0.6130187279627002
hgb::D_P_K,D_P_K,False,3.0,26,26,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6396158791923879,0.0055786127532746,33,1520,853,0.5611842105263158,0.7084124802770677,0.2537187268842837,0.5736653947352233,0.6245488192528676,0.1862275234564747,0.284201225842203
hgb::B_P_K,B_P_K,False,3.0,23,23,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6571878700671222,0.0030787844590646,3,1520,853,0.5611842105263158,0.6762093289476462,0.2417592556935362,0.5936416317046636,0.6571358670918667,0.0992220692925254,0.6846885906185503
hgb::D_B_P_K,D_B_P_K,False,4.0,27,27,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6381764214529781,0.0052936742264733,34,1520,853,0.5611842105263158,0.704432701290066,0.2521285805321441,0.5741285277642538,0.6199616253355502,0.170714772232202,0.3109929673591339
hgb::M_P_K,M_P_K,False,3.0,23,23,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6635609346628022,0.0029893160406771,3,1520,853,0.5611842105263158,0.6757295629394485,0.2416336925688278,0.5903909123984314,0.6675277721460103,0.0998834238425292,0.7490345239330995
hgb::D_M_P_K,D_M_P_K,False,4.0,27,27,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6384235896513966,0.005809713992536,34,1520,853,0.5611842105263158,0.705903560594159,0.2529444086266519,0.5731996252752873,0.623153069556967,0.1848766806300706,0.3009952267067367
hgb::B_M_P_K,B_M_P_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6569770422723052,0.0030231325032653,4,1520,853,0.5611842105263158,0.6733422554250276,0.2404783870441551,0.5943016182412897,0.6637734240248023,0.083766872281842,0.7712904262788912
hgb::D_B_M_P_K,D_B_M_P_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6371890870204687,0.0051227676290163,35,1520,853,0.5611842105263158,0.704641986418761,0.2522301726803706,0.5740968905933903,0.6207249555265361,0.1730535339318522,0.3127813071094645
hgb::C_K,C_K,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6733090557258896,0.0030587521639815,5,1520,853,0.5611842105263158,0.6593130459702806,0.233637386056009,0.6462700654362152,0.6898516511283613,-0.0614542559137229,1.5118228690543591
hgb::D_C_K,D_C_K,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.65202255362238,0.0058842508085355,36,1520,853,0.5611842105263158,0.6890949401452642,0.2446143554953166,0.599266896446267,0.6326406745681906,0.1454587142599677,0.4456922228084546
hgb::B_C_K,B_C_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6657371974381698,0.0016854232871974,6,1520,853,0.5611842105263158,0.659877470904759,0.2339755652720223,0.6380865839061712,0.6812463823374988,-0.0157395918534439,1.1621542588731084
hgb::D_B_C_K,D_B_C_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6506168103339054,0.0017563969840394,37,1520,853,0.5611842105263158,0.6868116503601362,0.2433958818144116,0.604540637067164,0.632779425840174,0.1226939694420009,0.4691044185171051
hgb::M_C_K,M_C_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6743142673240284,0.0032833341027827,6,1520,853,0.5611842105263158,0.6579272719599105,0.2329502051921771,0.6566804522709337,0.6986469973057919,-0.0669453422231641,1.56738325263896
hgb::D_M_C_K,D_M_C_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6505974612285366,0.0060660888227744,37,1520,853,0.5611842105263158,0.6895788036292687,0.2447933400635323,0.5983441456294127,0.6310849650203038,0.1445617791150412,0.4393638936754768
hgb::B_M_C_K,B_M_C_K,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.666096352632087,0.0019513465036676,7,1520,853,0.5611842105263158,0.6611351308330662,0.2345568182584983,0.6385391712115807,0.6812500891613749,0.0051676421733819,1.11464748294923
hgb::D_B_M_C_K,D_B_M_C_K,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6507182642106256,0.0023361901664479,38,1520,853,0.5611842105263158,0.6883192706848695,0.2442766453389394,0.5982255062386743,0.628927985885071,0.1263193405418039,0.452755208437453
hgb::P_C_K,P_C_K,False,3.0,23,23,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6641574645590496,0.0027491633670543,6,1520,853,0.5611842105263158,0.6804518950523767,0.2436867635778521,0.5863642035957404,0.6617199867981273,0.1282021625236813,0.6154342097870532
hgb::D_P_C_K,D_P_C_K,False,4.0,27,27,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6370776595795395,0.0045615227259101,37,1520,853,0.5611842105263158,0.706591426297066,0.2531822068401457,0.5736091508759102,0.6251122430378915,0.1843282152640384,0.2879530275011854
hgb::B_P_C_K,B_P_C_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6578219010742697,0.002966938995893,7,1520,853,0.5611842105263158,0.6762093289476462,0.2417592556935362,0.5936416317046636,0.6571358670918667,0.0992220692925254,0.6846885906185503
hgb::D_B_P_C_K,D_B_P_C_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6359320996280466,0.0040467862077567,38,1520,853,0.5611842105263158,0.7012559917841176,0.2507694984772606,0.58041202142188,0.6245195495580086,0.1659952673915588,0.3393417034687616
hgb::M_P_C_K,M_P_C_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6640515266159325,0.0028074922872211,7,1520,853,0.5611842105263158,0.6753096635303854,0.2414333546808109,0.5912284186160144,0.6677645071588356,0.0971533671412697,0.7608053456600756
hgb::D_M_P_C_K,D_M_P_C_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6355806648810444,0.0052688193876149,38,1520,853,0.5611842105263158,0.7043221064556887,0.2522767097417727,0.5762271267648708,0.6265540389909497,0.1829019938647847,0.3139098762654437
hgb::B_M_P_C_K,B_M_P_C_K,False,5.0,25,25,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6574421722928857,0.0029809272541538,8,1520,853,0.5611842105263158,0.6733422554250276,0.2404783870441551,0.5943016182412897,0.6637734240248023,0.083766872281842,0.7712904262788912
hgb::D_B_M_P_C_K,D_B_M_P_C_K,False,6.0,29,29,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6349730664853964,0.0047501275016136,39,1520,853,0.5611842105263158,0.6996369982838381,0.2500890106764862,0.5803188675298927,0.6235331088575089,0.1643671119902148,0.3530345762691939
hgb::A_K,A_K,False,2.0,12,12,2,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6676616362156436,0.0024878661894016,2,1520,853,0.5611842105263158,0.6719822112044119,0.2398763652224768,0.5941381595251612,0.6656223276432782,0.0017788623465031,0.7902236302826726
hgb::D_A_K,D_A_K,False,3.0,16,16,6,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6520577069665916,0.0054711806845596,33,1520,853,0.5611842105263158,0.7057978144400723,0.251648876073473,0.5729816803204494,0.6068394894305134,0.1465193129071376,0.3005602008780337
hgb::B_A_K,B_A_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6600298718797587,0.0024670486225639,3,1520,853,0.5611842105263158,0.6681056664295303,0.2377674230322034,0.6176683053549429,0.6677920046231218,-0.0200670429080615,0.8294663252720996
hgb::D_B_A_K,D_B_A_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6496914925417515,0.0021150447793747,34,1520,853,0.5611842105263158,0.7001686719377553,0.2490335060934594,0.5837181057771232,0.6142966847199385,0.1177421736473365,0.3594840913093483
hgb::M_A_K,M_A_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6677709315413494,0.0026376626834062,3,1520,853,0.5611842105263158,0.6707118865748299,0.2392539718516274,0.6041056259677898,0.6695943453167476,-0.0066395291806139,0.8321986925315578
hgb::D_M_A_K,D_M_A_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6479361571413184,0.0057604187056461,34,1520,853,0.5611842105263158,0.7201141222289416,0.2566702308799047,0.5616793010294383,0.5817016557232857,0.173813019425454,0.2026670916479956
hgb::B_M_A_K,B_M_A_K,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6604966110434094,0.0025895705655537,4,1520,853,0.5611842105263158,0.6679709653628266,0.2376495040347036,0.6163834846937608,0.6650842709407484,-0.0139898002080219,0.8310339894332228
hgb::D_B_M_A_K,D_B_M_A_K,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6469673531200899,0.0027098975433773,35,1520,853,0.5611842105263158,0.7126123036070456,0.2533218706155959,0.5723067540086932,0.5927555055108991,0.1461068315683368,0.268618915924511
hgb::P_A_K,P_A_K,False,3.0,23,23,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6601888050012099,0.0020450233946523,3,1520,853,0.5611842105263158,0.6819944372573451,0.2446680566011985,0.5813787127538224,0.6609070577317616,0.0882439795273346,0.5668250829365274
hgb::D_P_A_K,D_P_A_K,False,4.0,27,27,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6381238607240276,0.004405500354168,34,1520,853,0.5611842105263158,0.7139618302818761,0.2565313481561507,0.5585621608890748,0.6129462114758083,0.1729962123320979,0.2365144954920169
hgb::B_P_A_K,B_P_A_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6547088081253956,0.00228987938662,4,1520,853,0.5611842105263158,0.6751867995170406,0.2412754727615725,0.5973203316278555,0.662329549227662,0.0462416439977003,0.6981932793123337
hgb::D_B_P_A_K,D_B_P_A_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6377652927085573,0.0037558481374631,35,1520,853,0.5611842105263158,0.7062612829326161,0.2523909567050003,0.5735863018080642,0.6162796897915284,0.1498490215581829,0.3039693650743552
hgb::M_P_A_K,M_P_A_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6588393761698403,0.0019256609174021,4,1520,853,0.5611842105263158,0.681767766883032,0.244655344400081,0.5731908371722696,0.6575975753013124,0.082955541230031,0.5827372165217164
hgb::D_M_P_A_K,D_M_P_A_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6344975802563864,0.0047978769200457,35,1520,853,0.5611842105263158,0.7239912152580551,0.2607189745175071,0.5456278308676845,0.5929007320500432,0.1924859132736924,0.1707150865007997
hgb::B_M_P_A_K,B_M_P_A_K,False,5.0,25,25,5,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6527486511061158,0.0052601396241357,5,1520,853,0.5611842105263158,0.6965983567668721,0.2502651462086397,0.5749203358461449,0.6426074179225519,0.1442302148207618,0.3691461742645699
hgb::D_B_M_P_A_K,D_B_M_P_A_K,False,6.0,29,29,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6354339109371958,0.0035107365683324,36,1520,853,0.5611842105263158,0.7125604646393385,0.2550233815418142,0.5629799402760519,0.603351322915757,0.1613716280063108,0.257325196430292
hgb::C_A_K,C_A_K,False,3.0,13,13,3,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6681951216630972,0.0024214927119988,6,1520,853,0.5611842105263158,0.6708318170309527,0.2392896550348396,0.6037251011071253,0.6665408676380751,-0.0104903874230576,0.8266632309351523
hgb::D_C_A_K,D_C_A_K,False,4.0,17,17,7,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6476239436495127,0.0050691806978069,37,1520,853,0.5611842105263158,0.705001154989575,0.2510685015894692,0.5761462762171083,0.6044743054918035,0.1404181280176062,0.3120706396141013
hgb::B_C_A_K,B_C_A_K,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6607331593915815,0.0025641740253603,7,1520,853,0.5611842105263158,0.6664096296781693,0.2370004669439626,0.621293397849727,0.6695406945955598,-0.0339036391317093,0.8806096180602752
hgb::D_B_C_A_K,D_B_C_A_K,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6461760924564014,0.001306835431407,38,1520,853,0.5611842105263158,0.6964063117075934,0.2474282158962396,0.5896474388831375,0.6178852697071984,0.1048818294189916,0.3932981618743477
hgb::M_C_A_K,M_C_A_K,False,4.0,14,14,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6682244627606048,0.0025317777774004,7,1520,853,0.5611842105263158,0.6720342155622857,0.2398124079687261,0.6063342888930682,0.6680667235898969,-0.003779294934882,0.8072827603971614
hgb::D_M_C_A_K,D_M_C_A_K,False,5.0,18,18,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6453412278359647,0.0044497279306859,38,1520,853,0.5611842105263158,0.7194130088634112,0.2559753501994171,0.565667342178852,0.5814363251883222,0.1714688006284018,0.2111049532275658
hgb::B_M_C_A_K,B_M_C_A_K,False,5.0,15,15,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6610694927540269,0.0026217204993652,8,1520,853,0.5611842105263158,0.6671340611154487,0.2372850653189163,0.6186349966868852,0.6639976654579569,-0.0193002404539928,0.8649087056081531
hgb::D_B_M_C_A_K,D_B_M_C_A_K,False,6.0,19,19,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6448913231466763,0.0009971724803676,39,1520,853,0.5611842105263158,0.7121399159096846,0.2529557156049805,0.5737945798495829,0.5903502526418907,0.1431642097701325,0.2713696115742544
hgb::P_C_A_K,P_C_A_K,False,4.0,24,24,4,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.6606831093358085,0.0019715596860818,7,1520,853,0.5611842105263158,0.6819740588301191,0.2446585020772514,0.5813101655502845,0.6600812364123201,0.0877460350660743,0.5671801457565016
hgb::D_P_C_A_K,D_P_C_A_K,False,5.0,28,28,8,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.6351283038573683,0.0041043719451977,38,1520,853,0.5611842105263158,0.7141363147200933,0.2567092037343573,0.5587247407949015,0.610870925044088,0.1734525560627852,0.2337685989521712
hgb::B_P_C_A_K,B_P_C_A_K,False,5.0,25,25,5,hgb,"{'max_leaf_nodes': 3, 'learning_rate': 0.05}",0.655070932781892,0.0021594446288818,8,1520,853,0.5611842105263158,0.6751867995170406,0.2412754727615725,0.5973203316278555,0.662329549227662,0.0462416439977003,0.6981932793123337
hgb::D_B_P_C_A_K,D_B_P_C_A_K,False,6.0,29,29,9,hgb,"{'max_leaf_nodes': 7, 'learning_rate': 0.05}",0.635951011491861,0.002792173752101,39,1520,853,0.5611842105263158,0.7037178341668673,0.2514192125487527,0.5765777720752754,0.6192953855391603,0.1454573574783521,0.3220122983213436
